PC1,PC2
-0.6157200190433794,-1.7634808784656568
-1.6657927134346537,-1.8207469510592622
0.3378619085157551,-1.6747989372314545
-1.4565732549230122,-1.7724299195461675
-0.03846520777955376,-1.662740121505823
-1.481685260102272,-1.7350017348931828
1.0946166530075183,-1.5661023017675875
-1.9263073593487199,-1.7211104867389262
2.645177858255776,-1.460847205498572
-0.9701305133429768,-1.6355810828111526
2.4956886087059296,-1.4704891371309963
-1.4568825612655656,-1.66436049840819
2.0101872917398245,-1.4532989723700758
-1.4132107232385545,-1.617767460436389
1.0004296462276008,-1.4957917642959677
-1.5694316990324888,-1.6250266916764624
0.2940603180587694,-1.4942558471798586
-1.3162492440994495,-1.5721638283290182
1.3166990992703949,-1.3724340437637657
-1.4367989870151108,-1.5103946865623719
0.2885611748229989,-1.3798813514290238
-1.2601851306281686,-1.457239064614458
1.6668430333425388,-1.273967548308951
-0.9578498423805148,-1.406135444045522
1.8201597843473112,-1.1554863586244712
-1.3114803180305936,-1.3092855687810272
0.8704235061912688,-1.2013512568071443
-0.43158091217656075,-1.2655106123902353
0.6425326103500685,-1.1725755979221535
-1.7545605279261711,-1.2914719464062638
2.394819677164528,-1.051593064358209
-1.4739623077616502,-1.2371425988807816
2.034457475270362,-0.9523604887013634
-2.1524451583920343,-1.157120696838667
1.5575209322936014,-0.9756778562497388
-1.6987875728492767,-1.134499976554252
1.1185775301955028,-0.9570943969608976
-1.0250419947533114,-1.0651750882350155
0.5621681638834832,-0.8688970474643968
-1.592319895106897,-0.9753648752602415
1.7837401863539568,-0.7812397613318391
-1.8574420611254077,-0.9535177486019512
0.892681088063971,-0.7813546481069065
-0.6545233280363264,-0.8547899870718343
1.1627019325813122,-0.7674596432406029
-1.11904944762065,-0.8757978438779762
0.47133794625152614,-0.7667667526886892
-0.47531455320277555,-0.8047869024303491
-0.23684628171439534,-0.7931282186561615
-0.13545683638342512,-0.7888019557721645
0.4992244237899733,-0.6882807677626832
-0.5312172607096447,-0.7346227442589641
-0.4699451623969798,-0.6920252701577871
0.7850124808477116,-0.6402564948500586
0.7399964553305757,-0.6377274151574728
0.6975753482600483,-0.6383508727713155
0.6517793040933938,-0.60477187268872
1.6739473729980543,-0.5599695700205948
-0.5959759006002446,-0.5819038476408316
0.8591657148597786,-0.5183300092586803
1.4468183478582055,-0.4962216165250878
-1.1111967428500535,-0.6050748358889719
1.402564193042421,-0.45872024222198565
0.5516224417707406,-0.4971063402142329
1.2253680198667058,-0.4277814518949964
-1.2752206219319806,-0.5368542402092331
0.2388893317884856,-0.4695775965569278
1.5610889288885774,-0.41256634215088955
-1.2245258992664954,-0.5346911087672347
-0.2365053218374047,-0.48897258988479664
1.4687349698539167,-0.3803806365962147
0.6591612965570254,-0.41106836544768377
1.124449286842701,-0.35508821403102553
0.9325389302223268,-0.36535360327729255
1.1212539036591522,-0.20181904944916768
-0.7435823009222305,-0.2834677762813845
0.2470331949534687,-0.24090179470537526
0.13063840778345318,-0.24438503102517692
